id,label
468,6
469,2
470,3
471,5
472,2
473,2
474,6
475,2
476,3
477,6
478,2
479,4
480,6
481,6
482,6
483,0
484,0
485,4
486,6
487,5
488,3
489,6
490,3
491,4
492,3
493,0
494,4
495,4
496,5
497,2
498,2
499,0
500,6
501,2
502,3
503,5
504,6
505,3
506,6
507,6
508,0
509,4
510,2
511,3
512,0
513,5
514,2
515,3
516,5
517,3
518,3
519,6
520,0
521,6
522,0
523,6
524,4
525,3
526,3
527,3
528,0
529,3
530,0
531,3
532,5
533,5
534,0
535,6
536,6
537,6
538,5
539,3
540,2
541,6
542,6
543,6
544,5
545,2
546,6
547,4
548,3
549,3
550,4
551,4
552,4
553,6
554,0
555,4
556,2
557,0
558,0
559,4
560,1
561,0
562,5
563,0
564,2
565,5
566,4
567,5
568,4
569,6
570,2
571,3
572,6
573,6
574,2
575,3
576,4
577,3
578,6
579,2
580,2
581,0
582,2
583,3
584,5
585,6
586,4
587,5
588,2
589,2
590,6
591,3
592,2
593,6
594,3
595,3
596,4
597,6
598,4
599,6
600,4
601,3
602,6
603,3
604,3
605,6
606,0
607,4
608,2
609,4
610,5
611,5
612,3
613,3
614,5
615,6
616,0
617,6
618,4
619,2
620,3
621,6
622,4
623,3
624,3
625,3
626,3
627,2
628,0
629,3
630,6
631,3
632,0
633,6
634,3
635,0
636,5
637,0
638,0
639,4
640,5
641,4
642,3
643,6
644,3
645,2
646,6
647,6
648,5
649,2
650,2
651,2
652,3
653,3
654,4
655,2
656,3
657,6
658,6
659,5
660,2
661,3
662,3
663,3
664,3
665,5
666,2
667,6
668,4
669,0
670,3
671,6
672,6
673,2
674,6
675,6
676,0
677,4
678,2
679,6
680,0
681,1
682,5
683,3
684,2
685,6
686,6
687,3
688,6
689,3
690,3
691,5
692,6
693,0
694,3
695,3
696,2
697,3
698,6
699,6
700,5
701,3
702,2
703,6
704,5
705,4
706,3
707,2
708,3
709,3
710,1
711,6
712,2
713,3
714,3
715,3
716,6
717,2
718,3
719,6
720,0
721,3
722,3
723,0
724,4
725,0
726,0
727,5
728,6
729,3
730,3
731,2
732,6
733,6
734,3
735,6
736,6
737,4
738,0
739,3
740,6
741,4
742,6
743,3
744,4
745,2
746,0
747,3
748,5
749,6
750,4
751,3
752,0
753,2
754,6
755,0
756,0
757,5
758,3
759,4
760,6
761,0
762,5
763,3
764,6
765,3
766,2
767,4
768,6
769,0
770,3
771,0
772,6
773,2
774,0
775,2
776,3
777,6
778,3
779,5
780,0
781,6
782,6
783,2
784,0
785,6
786,3
787,2
788,2
789,6
790,0
791,5
792,3
793,4
794,0
795,3
796,6
797,2
798,0
799,5
800,3
801,0
802,5
803,0
804,6
805,3
806,5
807,2
808,3
809,0
810,3
811,2
812,4
813,6
814,0
815,4
816,6
817,5
818,4
819,2
820,4
821,5
822,6
823,0
824,5
825,6
826,5
827,2
828,5
829,4
830,0
831,5
832,2
833,5
834,0
835,0
836,3
837,4
838,1
839,0
840,6
841,4
842,2
843,4
844,0
845,0
846,3
847,6
848,6
849,5
850,6
851,4
852,4
853,2
854,2
855,0
856,4
857,3
858,6
859,5
860,4
861,5
862,0
863,6
864,4
865,2
866,0
867,4
868,3
869,3
870,3
871,3
872,0
873,6
874,4
875,2
876,4
877,5
878,3
879,5
880,3
881,4
882,6
883,6
884,5
885,4
886,0
887,0
888,6
889,5
890,6
891,5
892,3
893,4
894,5
895,6
896,2
897,3
898,4
899,6
900,6
901,3
902,3
903,6
904,5
905,3
906,3
907,5
908,4
909,5
910,5
911,4
912,6
913,0
914,2
915,4
916,0
917,6
918,4
919,2
920,6
921,1
922,3
923,6
924,4
925,6
926,5
927,4
928,6
929,2
930,2
931,0
932,2
933,4
934,2
935,2
936,3
937,6
938,3
939,3
940,3
941,6
942,6
943,2
944,0
945,4
946,4
947,3
948,3
949,3
950,5
951,2
952,2
953,2
954,2
955,4
956,4
957,6
958,4
959,2
960,2
961,2
962,6
963,5
964,2
965,2
966,0
967,2
968,3
969,3
970,3
971,3
972,6
973,0
974,2
975,4
976,4
977,6
978,3
979,6
980,2
981,5
982,2
983,6
984,2
985,0
986,3
987,0
988,3
989,2
990,5
991,4
992,2
993,4
994,4
995,0
996,3
997,0
998,2
999,3
1000,5
1001,2
1002,0
1003,4
1004,2
1005,6
1006,4
1007,6
1008,3
1009,0
1010,0
1011,2
1012,6
1013,3
1014,2
1015,6
1016,6
1017,0
1018,3
1019,4
1020,4
1021,0
1022,2
1023,1
1024,2
1025,4
1026,4
1027,2
1028,2
1029,6
1030,2
1031,0
1032,3
1033,3
1034,0
1035,3
1036,3
1037,0
1038,5
1039,6
1040,2
1041,6
1042,3
1043,6
1044,2
1045,6
1046,3
1047,4
1048,0
1049,6
1050,3
1051,2
1052,2
1053,2
1054,5
1055,3
1056,4
1057,4
1058,3
1059,4
1060,3
1061,3
1062,5
1063,6
1064,3
1065,6
1066,3
1067,3
1068,2
1069,3
1070,2
1071,4
1072,2
1073,3
1074,6
1075,2
1076,0
1077,4
1078,6
1079,0
1080,3
1081,3
1082,5
1083,3
1084,0
1085,6
1086,3
1087,5
1088,5
1089,2
1090,0
1091,3
1092,3
1093,3
1094,2
1095,4
1096,6
1097,3
1098,0
1099,6
1100,6
1101,0
1102,3
1103,2
1104,6
1105,4
1106,0
1107,4
1108,2
1109,0
1110,0
1111,6
1112,5
1113,6
1114,5
1115,4
1116,4
1117,5
1118,0
1119,3
1120,5
1121,5
1122,3
1123,0
1124,5
1125,3
1126,0
1127,0
1128,3
1129,6
1130,2
1131,0
1132,3
1133,3
1134,0
1135,2
1136,2
1137,2
1138,3
1139,4
1140,5
1141,0
1142,2
1143,0
1144,6
1145,4
1146,0
1147,3
1148,6
1149,4
1150,6
1151,6
1152,0
1153,0
1154,5
1155,5
1156,3
1157,3
1158,3
1159,0
1160,2
1161,6
1162,6
1163,2
1164,0
1165,5
1166,4
1167,0
1168,6
1169,0
1170,2
1171,2
1172,3
1173,5
1174,3
1175,3
1176,6
1177,5
1178,0
1179,2
1180,3
1181,3
1182,6
1183,4
1184,6
1185,5
1186,3
1187,5
1188,4
1189,3
1190,2
1191,3
1192,0
1193,6
1194,3
1195,5
1196,3
1197,6
1198,3
1199,4
1200,5
1201,6
1202,4
1203,2
1204,6
1205,2
1206,3
1207,6
1208,3
1209,0
1210,3
1211,5
1212,6
1213,6
1214,3
1215,4
1216,4
1217,3
1218,5
1219,6
1220,6
1221,3
1222,0
1223,3
1224,0
1225,3
1226,4
1227,4
1228,6
1229,6
1230,6
1231,6
1232,0
1233,4
1234,6
1235,6
1236,0
1237,3
1238,0
1239,0
1240,3
1241,0
1242,0
1243,5
1244,6
1245,5
1246,5
1247,4
1248,2
1249,3
1250,3
1251,4
1252,4
1253,2
1254,0
1255,6
1256,3
1257,2
1258,3
1259,6
1260,6
1261,0
1262,0
1263,4
1264,4
1265,3
1266,3
1267,0
1268,4
1269,6
1270,3
1271,0
1272,3
1273,4
1274,2
1275,5
1276,2
1277,4
1278,3
1279,6
1280,5
1281,2
1282,3
1283,3
1284,3
1285,0
1286,3
1287,6
1288,5
1289,0
1290,3
1291,2
1292,4
1293,0
1294,3
1295,6
1296,5
1297,3
1298,3
1299,5
1300,4
1301,4
1302,3
1303,6
1304,2
1305,5
1306,3
1307,3
1308,6
1309,4
1310,6
1311,4
1312,3
1313,2
1314,4
1315,0
1316,6
1317,6
1318,3
1319,0
1320,2
1321,6
1322,3
1323,0
1324,3
1325,3
1326,2
1327,4
1328,5
1329,4
1330,6
1331,6
1332,5
1333,4
1334,2
1335,6
1336,2
1337,5
1338,0
1339,2
1340,3
1341,4
1342,6
1343,4
1344,3
1345,3
1346,3
1347,6
1348,3
1349,6
1350,2
1351,4
1352,5
1353,6
1354,6
1355,3
1356,6
1357,0
1358,5
1359,6
1360,6
1361,2
1362,5
1363,6
1364,5
1365,4
1366,2
1367,2
1368,2
1369,2
1370,2
1371,6
1372,5
1373,2
1374,3
1375,2
1376,2
1377,6
1378,5
1379,0
1380,3
1381,4
1382,3
1383,0
1384,2
1385,2
1386,3
1387,6
1388,3
1389,3
1390,3
1391,5
1392,3
1393,3
1394,6
1395,4
1396,4
1397,3
1398,3
1399,5
1400,3
1401,6
1402,3
1403,5
1404,3
1405,3
1406,4
1407,3
1408,6
1409,2
1410,3
1411,0
1412,2
1413,6
1414,4
1415,4
1416,6
1417,0
1418,0
1419,6
1420,2
1421,4
1422,3
1423,6
1424,5
1425,2
1426,3
1427,2
1428,2
1429,3
1430,6
1431,6
1432,0
1433,5
1434,3
1435,6
1436,4
1437,2
1438,3
1439,6
1440,2
1441,6
1442,2
1443,5
1444,3
1445,6
1446,3
1447,0
1448,6
1449,3
1450,0
1451,6
1452,6
1453,4
1454,3
1455,3
1456,4
1457,3
1458,6
1459,3
1460,4
1461,0
1462,0
1463,3
1464,2
1465,5
1466,3
1467,3
1468,5
1469,3
1470,4
1471,6
1472,4
1473,3
1474,4
1475,5
1476,3
1477,6
1478,3
1479,3
1480,6
1481,5
1482,2
1483,5
1484,6
1485,6
1486,6
1487,2
1488,0
1489,0
1490,6
1491,2
1492,3
1493,3
1494,6
1495,5
1496,2
1497,4
1498,2
1499,2
1500,5
1501,6
1502,6
1503,6
1504,2
1505,6
1506,6
1507,3
1508,3
1509,6
1510,0
1511,6
1512,3
1513,2
1514,5
1515,2
1516,5
1517,4
1518,0
1519,3
1520,6
1521,0
1522,6
1523,2
1524,6
1525,6
1526,2
1527,2
1528,2
1529,6
1530,2
1531,0
1532,3
1533,0
1534,5
1535,2
1536,3
1537,4
1538,6
1539,3
1540,3
1541,2
1542,6
1543,0
1544,4
1545,4
1546,6
1547,3
1548,4
1549,0
1550,0
1551,6
1552,3
1553,0
1554,2
1555,3
1556,3
1557,6
1558,3
1559,0
1560,4
1561,4
1562,6
1563,3
1564,4
1565,4
1566,4
1567,0
1568,6
1569,6
1570,4
1571,3
1572,6
1573,5
1574,6
1575,3
1576,0
1577,3
1578,6
1579,3
1580,4
1581,6
1582,6
1583,6
1584,3
1585,6
1586,6
1587,4
1588,6
1589,4
1590,3
1591,5
1592,6
1593,0
1594,3
1595,2
1596,0
1597,6
1598,3
1599,4
1600,2
1601,4
1602,6
1603,5
1604,6
1605,2
1606,6
1607,6
1608,0
1609,2
1610,6
1611,6
1612,2
1613,5
1614,3
1615,3
1616,2
1617,4
1618,0
1619,3
1620,3
1621,3
1622,4
1623,3
1624,2
1625,3
1626,6
1627,5
1628,3
1629,3
1630,6
1631,0
1632,3
1633,3
1634,3
1635,2
1636,6
1637,6
1638,1
1639,4
1640,2
1641,0
1642,3
1643,0
1644,6
1645,3
1646,5
1647,4
1648,6
1649,4
1650,3
1651,5
1652,3
1653,5
1654,6
1655,4
1656,0
1657,6
1658,3
1659,0
1660,1
1661,3
1662,6
1663,6
1664,6
1665,6
1666,0
1667,6
1668,2
1669,4
1670,6
1671,3
1672,4
1673,0
1674,0
1675,6
1676,6
1677,6
1678,5
1679,5
1680,4
1681,5
1682,6
1683,3
1684,5
1685,0
1686,6
1687,6
1688,2
1689,6
1690,0
1691,3
1692,3
1693,4
1694,3
1695,2
1696,1
1697,3
1698,3
1699,0
1700,0
1701,2
1702,4
1703,5
1704,4
1705,3
1706,6
1707,3
1708,3
1709,0
1710,6
1711,0
1712,6
1713,6
1714,5
1715,3
1716,3
1717,6
1718,5
1719,1
1720,6
1721,0
1722,5
1723,4
1724,6
1725,6
1726,4
1727,3
1728,3
1729,4
1730,4
1731,6
1732,6
1733,2
1734,2
1735,6
1736,0
1737,0
1738,0
1739,5
1740,3
1741,6
1742,5
1743,3
1744,6
1745,4
1746,2
1747,2
1748,6
1749,0
1750,2
1751,4
1752,5
1753,2
1754,3
1755,0
1756,2
1757,3
1758,0
1759,5
1760,2
1761,2
1762,4
1763,6
1764,2
1765,6
1766,2
1767,5
1768,3
1769,3
1770,2
1771,2
1772,3
1773,2
1774,3
1775,3
1776,6
1777,0
1778,0
1779,2
1780,5
1781,6
1782,3
1783,2
1784,5
1785,3
1786,5
1787,3
1788,0
1789,3
1790,0
1791,3
1792,2
1793,5
1794,6
1795,2
1796,6
1797,0
1798,5
1799,0
1800,6
1801,3
1802,6
1803,6
1804,6
1805,6
1806,6
1807,6
1808,3
1809,5
1810,4
1811,2
1812,3
1813,6
1814,4
1815,2
1816,2
1817,0
1818,6
1819,2
1820,4
1821,2
1822,3
1823,0
1824,2
1825,6
1826,0
1827,6
1828,5
1829,6
1830,6
1831,2
1832,6
1833,2
1834,4
1835,4
1836,0
1837,4
1838,6
1839,0
1840,6
1841,1
1842,6
1843,6
1844,4
1845,0
1846,6
1847,4
1848,6
1849,2
1850,3
1851,3
1852,6
1853,2
1854,6
1855,2
1856,2
1857,2
1858,5
1859,2
1860,3
1861,2
1862,3
1863,6
1864,2
1865,5
1866,4
1867,6
1868,3
1869,2
1870,2
1871,2
1872,6
1873,3
1874,2
1875,5
1876,3
1877,5
1878,3
1879,4
1880,0
1881,5
1882,5
1883,6
1884,6
1885,5
1886,2
1887,5
1888,5
1889,5
1890,2
1891,0
1892,0
1893,4
1894,4
1895,3
1896,0
1897,2
1898,2
1899,3
1900,2
1901,6
1902,4
1903,0
1904,4
1905,6
1906,6
1907,6
1908,6
1909,6
1910,3
1911,5
1912,4
1913,6
1914,5
1915,6
1916,5
1917,4
1918,0
1919,5
1920,2
1921,5
1922,4
1923,0
1924,2
1925,2
1926,3
1927,3
1928,3
1929,2
1930,0
1931,5
1932,2
1933,4
1934,6
1935,5
1936,6
1937,3
1938,4
1939,6
1940,3
1941,0
1942,3
1943,3
1944,4
1945,2
1946,6
1947,2
1948,2
1949,5
1950,3
1951,6
1952,6
1953,6
1954,3
1955,3
1956,6
1957,6
1958,3
1959,3
1960,5
1961,2
1962,6
1963,3
1964,4
1965,2
1966,3
1967,3
1968,3
1969,3
1970,3
1971,4
1972,5
1973,6
1974,3
1975,3
1976,2
1977,6
1978,4
1979,3
1980,3
1981,2
1982,2
1983,0
1984,3
1985,2
1986,4
1987,0
1988,3
1989,4
1990,6
1991,5
1992,2
1993,4
1994,6
1995,3
1996,2
1997,2
1998,6
1999,2
2000,0
2001,3
2002,6
2003,4
2004,6
2005,5
2006,0
2007,5
2008,6
2009,4
2010,1
2011,3
2012,5
2013,6
2014,2
2015,6
2016,5
2017,5
2018,1
2019,4
2020,2
2021,3
2022,2
2023,2
2024,2
2025,3
2026,0
2027,6
2028,3
2029,5
2030,0
2031,5
2032,3
2033,3
2034,2
2035,6
2036,3
2037,0
2038,2
2039,2
2040,3
2041,4
2042,5
2043,4
2044,2
2045,2
2046,3
2047,6
2048,0
2049,2
2050,4
2051,3
2052,1
2053,6
2054,6
2055,2
2056,2
2057,2
2058,4
2059,3
2060,5
2061,2
2062,3
2063,0
2064,1
2065,2
2066,6
2067,0
2068,5
2069,5
2070,3
2071,3
2072,1
2073,6
2074,0
2075,6
2076,2
2077,4
2078,5
2079,6
2080,4
2081,5
2082,4
2083,5
2084,6
2085,2
2086,3
2087,3
2088,3
2089,2
2090,6
2091,6
2092,5
2093,3
2094,6
2095,3
2096,3
2097,2
2098,3
2099,3
2100,6
2101,0
2102,5
2103,6
2104,5
2105,3
2106,0
2107,4
2108,4
2109,4
2110,2
2111,3
2112,5
2113,3
2114,3
2115,3
2116,3
2117,3
2118,3
2119,1
2120,2
2121,3
2122,0
2123,3
2124,6
2125,3
2126,3
2127,2
2128,3
2129,2
2130,4
2131,2
2132,6
2133,3
2134,6
2135,6
2136,0
2137,0
2138,2
2139,3
2140,3
2141,6
2142,3
2143,6
2144,6
2145,3
2146,3
2147,3
2148,2
2149,1
2150,3
2151,6
2152,3
2153,6
2154,2
2155,3
2156,3
2157,5
2158,2
2159,3
2160,6
2161,3
2162,3
2163,0
2164,5
2165,3
2166,3
2167,5
2168,2
2169,0
2170,2
2171,4
2172,3
2173,4
2174,6
2175,6
2176,3
2177,6
2178,0
2179,4
2180,3
2181,2
2182,3
2183,6
2184,5
2185,3
2186,2
2187,2
2188,3
2189,2
2190,5
2191,0
2192,0
2193,3
2194,3
2195,5
2196,6
2197,3
2198,0
2199,3
2200,3
2201,6
2202,2
2203,3
2204,4
2205,3
2206,3
2207,6
2208,3
2209,3
2210,2
2211,3
2212,3
2213,2
2214,6
2215,2
2216,2
2217,6
2218,6
2219,1
2220,5
2221,3
2222,0
2223,6
2224,6
2225,6
2226,5
2227,2
2228,2
2229,3
2230,2
2231,2
2232,2
2233,6
2234,5
2235,3
2236,6
2237,0
2238,2
2239,3
2240,5
2241,2
2242,3
2243,3
2244,0
2245,6
2246,3
2247,2
2248,0
2249,4
2250,6
2251,3
2252,3
2253,3
2254,6
2255,0
2256,3
2257,0
2258,6
2259,6
2260,2
2261,3
2262,5
2263,0
2264,6
2265,3
2266,3
2267,6
2268,2
2269,2
2270,3
2271,0
2272,3
2273,4
2274,6
2275,6
2276,6
2277,3
2278,6
2279,0
2280,5
2281,6
2282,4
2283,3
2284,5
2285,0
2286,3
2287,6
2288,6
2289,6
2290,3
2291,3
2292,3
2293,2
2294,3
2295,0
2296,5
2297,3
2298,6
2299,5
2300,4
2301,6
2302,3
2303,3
2304,0
2305,2
2306,0
2307,3
2308,3
2309,3
2310,2
2311,3
2312,6
2313,3
2314,6
2315,3
2316,2
2317,0
2318,3
2319,0
2320,3
2321,5
2322,0
2323,6
2324,0
2325,3
2326,3
2327,4
2328,5
2329,6
2330,3
2331,3
2332,6
2333,4
2334,6
2335,0
2336,0
2337,4
2338,5
2339,4
2340,4
2341,6
2342,3
2343,3
2344,3
2345,5
2346,2
2347,3
2348,6
2349,2
2350,6
2351,0
2352,3
2353,3
2354,3
2355,2
2356,6
2357,3
2358,3
2359,0
2360,0
2361,6
2362,5
2363,0
2364,6
2365,3
2366,6
2367,3
2368,0
2369,0
2370,2
2371,3
2372,6
2373,2
2374,4
2375,3
2376,3
2377,6
2378,3
2379,4
2380,3
2381,5
2382,2
2383,6
2384,2
2385,6
2386,2
2387,6
2388,5
2389,6
2390,6
2391,6
2392,3
2393,5
2394,4
2395,6
2396,0
2397,6
2398,3
2399,6
2400,2
2401,6
2402,0
2403,3
2404,4
2405,2
2406,2
2407,2
2408,3
2409,3
2410,3
2411,4
2412,3
2413,2
2414,6
2415,3
2416,0
2417,5
2418,2
2419,3
2420,4
2421,2
2422,3
2423,2
2424,5
2425,5
2426,2
2427,3
2428,3
2429,3
2430,6
2431,3
2432,3
2433,0
2434,3
2435,4
2436,3
2437,3
2438,5
2439,3
2440,6
2441,3
2442,0
2443,0
2444,6
2445,6
2446,2
2447,2
2448,2
2449,4
2450,5
2451,3
2452,6
2453,6
2454,5
2455,6
2456,6
2457,0
2458,3
2459,0
2460,0
2461,3
2462,3
2463,6
2464,5
2465,4
2466,4
2467,3
2468,3
2469,3
2470,5
2471,3
2472,5
2473,6
2474,4
2475,2
2476,5
2477,3
2478,5
2479,2
2480,6
2481,2
2482,2
2483,5
2484,4
2485,5
2486,4
2487,1
2488,0
2489,5
2490,5
2491,5
2492,2
2493,3
2494,0
2495,2
2496,2
2497,5
2498,3
2499,3
2500,3
2501,0
2502,6
2503,5
2504,0
2505,3
2506,6
2507,4
2508,4
2509,0
2510,5
2511,4
2512,0
2513,0
2514,5
2515,1
2516,4
2517,2
2518,2
2519,5
2520,0
2521,3
2522,2
2523,3
2524,4
2525,4
2526,0
2527,3
2528,4
2529,2
2530,3
2531,2
2532,3
2533,3
2534,3
2535,4
2536,3
2537,4
2538,0
2539,0
2540,2
2541,3
2542,3
2543,6
2544,0
2545,2
2546,3
2547,3
2548,6
2549,3
2550,4
2551,6
2552,2
2553,6
2554,6
2555,6
2556,2
2557,0
2558,4
2559,6
2560,6
2561,2
2562,0
2563,2
2564,2
2565,3
2566,6
2567,3
2568,4
2569,5
2570,2
2571,0
2572,6
2573,6
2574,0
2575,2
2576,3
2577,0
2578,6
2579,4
2580,0
2581,4
2582,3
2583,3
2584,0
2585,5
2586,3
2587,0
2588,3
2589,3
2590,2
2591,4
2592,3
2593,4
2594,3
2595,5
2596,3
2597,4
2598,0
2599,3
2600,3
2601,0
2602,6
2603,6
2604,3
2605,0
2606,6
2607,3
2608,4
2609,6
2610,4
2611,3
2612,2
2613,0
2614,6
2615,5
2616,2
2617,6
2618,2
2619,6
2620,3
2621,2
2622,2
2623,2
2624,4
2625,3
2626,2
2627,3
2628,6
2629,0
2630,3
2631,5
2632,4
2633,2
2634,4
2635,6
2636,5
2637,3
2638,4
2639,5
2640,3
2641,3
2642,3
2643,6
2644,5
2645,5
2646,0
2647,2
2648,2
2649,3
2650,5
2651,6
2652,3
2653,6
2654,3
2655,5
2656,6
2657,3
2658,2
2659,1
2660,6
2661,3
2662,6
2663,2
2664,6
2665,3
2666,6
2667,3
2668,3
2669,2
2670,4
2671,2
2672,0
2673,6
2674,2
2675,3
2676,6
2677,2
2678,6
2679,0
2680,3
2681,2
2682,5
2683,5
2684,6
2685,2
2686,2
2687,6
2688,2
2689,2
2690,3
2691,2
2692,4
2693,3
2694,2
2695,4
2696,5
2697,5
2698,4
2699,0
2700,4
2701,3
2702,2
2703,6
2704,3
2705,6
2706,6
2707,0
2708,2
2709,5
2710,3
2711,3
2712,4
2713,3
2714,5
2715,2
2716,6
2717,2
2718,4
2719,6
2720,0
2721,4
2722,0
2723,6
2724,5
2725,3
2726,6
2727,6
2728,6
2729,3
2730,3
2731,3
2732,2
2733,0
2734,6
2735,6
2736,0
2737,6
2738,2
2739,5
2740,6
2741,4
2742,5
2743,3
2744,3
2745,0
2746,3
2747,3
2748,3
2749,3
2750,4
2751,0
2752,6
2753,3
2754,5
2755,5
2756,0
2757,6
2758,6
2759,0
2760,3
2761,6
2762,6
2763,3
2764,5
2765,3
2766,2
2767,4
2768,2
2769,6
2770,5
2771,4
2772,4
2773,3
2774,0
2775,2
2776,0
2777,0
2778,2
2779,2
2780,2
2781,3
2782,0
2783,2
2784,2
2785,0
2786,6
2787,5
2788,2
2789,2
2790,4
2791,0
2792,6
2793,6
2794,4
2795,2
2796,0
2797,6
2798,6
2799,2
2800,5
2801,6
2802,4
2803,5
2804,5
2805,3
2806,3
2807,4
2808,6
2809,0
2810,4
2811,5
2812,4
2813,6
2814,5
2815,3
2816,2
2817,4
2818,3
2819,6
2820,2
2821,2
2822,0
2823,3
2824,5
2825,6
2826,4
2827,2
2828,6
2829,0
2830,4
2831,3
2832,6
2833,3
2834,0
2835,4
2836,5
2837,4
2838,4
2839,4
2840,3
2841,5
2842,3
2843,4
2844,2
2845,3
2846,4
2847,5
2848,3
2849,3
2850,5
2851,4
2852,6
2853,2
2854,5
2855,0
2856,4
2857,2
2858,5
2859,4
2860,2
2861,5
2862,3
2863,3
2864,3
2865,0
2866,2
2867,6
2868,3
2869,0
2870,0
2871,4
2872,0
2873,6
2874,4
2875,2
2876,6
2877,0
2878,5
2879,6
2880,6
2881,5
2882,6
2883,0
2884,6
2885,5
2886,0
2887,6
2888,3
2889,3
2890,2
2891,2
2892,4
2893,3
2894,1
2895,1
2896,2
2897,3
2898,5
2899,6
2900,0
2901,4
2902,0
2903,5
2904,0
2905,0
2906,6
2907,2
2908,4
2909,2
2910,6
2911,3
2912,6
2913,2
2914,6
2915,4
2916,5
2917,5
2918,3
2919,5
2920,3
2921,6
2922,2
2923,5
2924,5
2925,4
2926,2
2927,5
2928,3
2929,2
2930,5
2931,2
2932,3
2933,4
2934,6
2935,3
2936,3
2937,4
2938,6
2939,3
2940,4
2941,6
2942,0
2943,4
2944,4
2945,4
2946,4
2947,4
2948,2
2949,6
2950,2
2951,0
2952,5
2953,5
2954,4
2955,5
2956,3
2957,6
2958,5
2959,2
2960,0
2961,0
2962,5
2963,4
2964,0
2965,3
2966,2
2967,4
2968,0
2969,5
2970,3
2971,6
2972,5
2973,4
2974,3
2975,2
2976,6
2977,5
2978,3
2979,2
2980,3
2981,0
2982,3
2983,0
2984,4
2985,0
2986,6
2987,2
2988,3
2989,5
2990,5
2991,4
2992,2
2993,4
2994,0
2995,6
2996,2
2997,2
