TestDataID,Rating
175,4.35532
176,4.102
177,4.61974
178,4.67627
179,4.93389
180,2.82595
181,4.44508
182,4.41947
183,3.92265
184,3.4522
185,4.48892
186,4.02267
187,4.07442
188,3.30035
189,4.6667
190,4.21383
191,3.38946
192,3.83377
193,3.1062
194,4.31243
195,4.60824
196,3.0764
197,4.45361
198,4.41798
199,3.47592
200,4.61539
201,4.20408
202,4.55031
203,1.53127
204,4.18179
205,1.78827
206,3.80557
207,4.17166
208,4.06043
209,3.05029
210,4.01352
211,4.19326
212,3.31594
213,4.24497
214,1.8392
215,4.13078
216,2.04267
217,5
218,4.18871
219,4.36773
220,2.02274
221,4.61397
222,4.0164
223,4.6209
224,4.30286
225,3.19889
226,3.42533
227,2.16663
228,2.7026
229,2.4441
230,4.85164
231,3.75453
232,2.43498
233,4.04642
234,3.77267
235,2.85989
236,4.60435
237,4.15646
238,3.3505
239,3.38129
240,3.28572
241,3.14825
242,2.61854
243,3.00305
244,4.55663
245,4.76757
246,3.84352
247,3.71853
248,2.39935
249,3.46672
250,3.40611
251,4.75288
252,4.50407
253,3.77306
254,4.36276
255,3.2985
256,3.0816
257,4.40561
258,2.98652
259,3.19185
260,2.53618
261,2.83029
262,3.55006
263,2.79499
264,3.25981
265,1.79075
266,3.43746
267,3.992
268,3.02136
269,3.86983
270,4.32056
271,3.0454
272,3.60143
273,2.9119
274,2.70073
275,3.8496
276,2.60251
277,2.68258
278,3.6281
279,2.65343
280,3.65868
281,3.61349
282,4.3549
283,3.43082
284,3.12694
285,3.70462
286,3.15549
287,2.7909
288,3.49372
289,3.07645
290,3.08171
291,2.83432
292,3.28161
293,2.92891
294,3.64772
295,2.63687
296,3.66852
297,3.2868
298,3.93818
299,3.74844
300,3.10259
301,3.83187
302,3.8035
303,3.79822
304,3.23083
305,3.37854
306,3.88258
307,3.29758
308,3.55679
309,3.26732
310,3.8236
311,3.56225
312,3.79001
313,2.9573
314,3.39666
315,3.23347
316,4.08618
317,3.03011
318,4.8972
319,2.84023
320,4.5906
321,3.77887
322,3.92749
323,3.70623
324,3.93181
325,4.60211
326,4.04115
327,3.3356
328,2.51868
329,2.45462
330,3.21297
331,2.77448
332,3.69828
333,3.52397
334,3.55509
335,2.90447
336,2.55399
337,2.13758
338,2.48961
339,3.08153
340,3.19883
341,3.09056
342,1.09354
343,3.6119
344,2.69448
345,2.41761
346,3.65485
347,2.08403
348,2.89266
349,3.38414
350,2.50505
351,3.02461
352,3.12773
353,2.36336
354,3.22813
355,2.29871
356,3.77333
357,2.8074
358,1.77721
359,3.53552
360,2.82679
361,2.78368
362,2.99111
363,2.28547
364,1.59944
365,3.32558
366,3.05418
367,3.00866
368,2.66412
369,4.84508
370,4.62605
371,4.65316
372,4.82259
373,4.74892
374,3.86124
375,4.17156
376,3.9838
377,4.32576
378,4.27228
379,4.02968
380,3.3032
381,4.01122
382,3.33321
383,4.26779
384,3.06522
385,4.368
386,3.49791
387,4.2428
388,3.60679
389,4.1062
390,3.90931
391,3.4064
392,3.3993
393,3.75506
394,3.81594
395,3.74447
396,2.90711
397,3.29925
398,3.41394
399,4.69703
400,3.66091
401,3.71747
402,3.28958
403,3.51137
404,3.90155
405,3.96194
406,3.50274
407,4.11049
408,4.49046
409,3.31929
410,4.05037
411,3.45697
412,4.7525
413,4.15374
414,3.86755
415,3.67009
416,3.68913
417,3.43423
418,4.2976
419,4.13536
420,2.45634
421,3.42093
422,3.95986
423,3.88361
424,3.86265
425,4.5218
426,3.36397
427,4.48536
428,3.69023
429,3.88712
430,3.62702
431,3.9268
432,2.58243
433,3.26528
434,2.74333
435,3.05139
436,3.1521
437,3.21241
438,4.27963
439,3.53398
440,3.09284
441,3.86425
442,3.72176
443,3.58863
444,3.37216
445,3.37591
446,3.47382
447,3.98264
448,3.80016
449,3.83634
450,3.8798
451,3.0661
452,3.14488
453,3.25017
454,3.82526
455,2.922
456,2.83672
457,3.32319
458,3.14477
459,3.83691
460,3.52151
461,3.13702
462,3.97815
463,3.56514
464,3.74567
465,3.83428
466,4.3203
467,2.51372
468,3.53628
469,3.58805
470,4.04034
471,3.37555
472,3.73146
473,3.36449
474,3.65863
475,2.9967
476,3.19288
477,3.63126
478,3.15049
479,3.094
480,3.23062
481,3.22913
482,3.46698
483,4.32198
484,4.60029
485,5
486,3.68597
487,4.44999
488,4.3555
489,4.00307
490,3.10883
491,4.28221
492,3.83436
493,3.86935
494,3.27844
495,3.16193
496,3.38608
497,3.77593
498,2.29202
499,2.42881
500,3.74056
501,4.74272
502,4.07032
503,3.83016
504,3.8588
505,3.86128
506,3.78547
507,4.47668
508,4.28542
509,4.04756
510,3.74535
511,4.34442
512,4.17214
513,4.13411
514,3.91746
515,4.09584
516,3.85414
517,4.39177
518,3.68553
519,4.55569
520,3.77741
521,3.94668
522,4.24249
523,4.03537
524,3.71782
525,3.51308
526,3.60795
527,4.12793
528,4.40028
529,4.46959
530,3.91445
531,3.90693
532,4.49493
533,3.7673
534,4.30557
535,4.31919
536,3.26225
537,2.1985
538,4.73554
539,3.90171
540,3.57835
541,3.82301
542,4.19911
543,2.86959
544,2.40892
545,1.53644
546,4.00989
547,3.6057
548,2.77539
549,3.18856
550,2.69996
551,3.7355
552,2.32602
553,3.0973
554,1.67763
555,4.29595
556,3.29704
557,3.92818
558,3.60637
559,3.68188
560,3.77885
561,4.22149
562,2.55132
563,2.91019
564,3.57775
565,3.4302
566,4.03403
567,4.55709
568,3.6995
569,3.22967
570,3.9593
571,4.12396
572,3.52987
573,3.99468
574,2.99652
575,3.89161
576,3.85939
577,3.48105
578,4.0829
579,3.61521
580,3.46
581,4.45502
582,4.06338
583,3.95656
584,3.73992
585,3.78636
586,3.97373
587,3.86101
588,3.64674
589,3.37273
590,3.8887
591,4.26768
592,4.61847
593,4.1018
594,3.70503
595,3.75335
596,4.60402
597,4.09008
598,3.96959
599,4.25343
600,3.57415
601,4.25687
602,3.77144
603,3.79654
604,3.33143
605,2.39583
606,3.45632
607,4.4604
608,4.26805
609,3.13539
610,3.72345
611,4.5209
612,3.52453
613,3.92427
614,2.86266
615,2.37977
616,3.31696
617,3.12606
618,2.60478
619,2.86129
620,4.03622
621,2.39485
622,3.31635
623,2.8505
624,2.73683
625,2.77505
626,2.10265
627,3.91402
628,2.57718
629,3.4549
630,3.79731
631,3.00396
632,3.65794
633,2.43217
634,3.39821
635,1.51811
636,3.87596
637,4.03345
638,3.2285
639,2.80996
640,3.06987
641,2.55862
642,2.60228
643,1.94801
644,4.78236
645,5
646,4.62176
647,4.55528
648,4.03578
649,2.68431
650,3.58001
651,3.11175
652,2.96149
653,2.87021
654,3.54418
655,3.54664
656,3.50034
657,3.6803
658,2.4491
659,2.48532
660,3.14128
661,3.82046
662,3.56749
663,3.38641
664,2.63349
665,3.93307
666,3.10367
667,3.16987
668,2.97103
669,3.24408
670,2.9796
671,3.65369
672,3.44187
673,2.93491
674,3.27206
675,2.20841
676,2.68032
677,2.60437
678,2.61385
679,3.53004
680,2.70675
681,2.27594
682,2.83777
683,2.61521
684,3.59968
685,2.90513
686,2.86198
687,2.21646
688,2.35935
689,2.34469
690,2.34748
691,3.60913
692,3.54146
693,3.32886
694,3.82186
695,3.08202
696,3.07845
697,3.07317
698,3.18867
699,3.85986
700,3.94986
701,2.13758
702,3.3019
703,4.1493
704,3.41547
705,3.96267
706,3.1922
707,4.02449
708,3.72111
709,3.79122
710,3.27868
711,3.55443
712,3.95706
713,4.16101
714,3.48927
715,3.06542
716,3.01603
717,1.69282
718,1.83293
719,3.26261
720,3.38047
721,4.00818
722,4.27607
723,3.80297
724,3.58083
725,3.72892
726,2.78173
727,3.30746
728,4.72998
729,3.21748
730,3.4539
731,3.63869
732,4.02982
733,3.9124
734,4.37992
735,5
736,4.40989
737,4.48302
738,3.97857
739,4.43012
740,3.77909
741,4.26815
742,3.85402
743,3.07192
744,4.93306
745,3.8748
746,4.43417
747,5
748,3.74044
749,4.25972
750,4.66598
751,4.27773
752,4.30535
753,2.99375
754,4.85453
755,4.00995
756,4.31583
757,2.84784
758,4.1943
759,4.03307
760,4.81391
761,3.82094
762,3.4939
763,4.20258
764,3.99071
765,4.10043
766,4.6796
767,4.50466
768,2.69829
769,4.91574
770,4.3913
771,2.61391
772,4.52418
773,4.82629
774,4.34258
775,3.79752
776,4.90847
777,2.41834
778,3.85175
779,4.26174
780,4.54183
781,4.37249
782,2.80366
783,4.4765
784,3.92747
785,4.32557
786,4.59129
787,4.53985
788,5
789,5
790,3.13447
791,3.63053
792,4.28896
793,5
794,4.68914
795,4.76768
796,4.76419
797,5
798,3.84796
799,4.76259
800,4.66985
801,3.98855
802,3.78531
803,4.36311
804,3.84045
805,4.21991
806,3.20878
807,1.45767
808,4.15263
809,1.82474
810,3.93075
811,4.21532
812,2.44423
813,4.59127
814,4.8115
815,4.56164
816,4.19098
817,4.94942
818,3.91484
819,3.32068
820,3.97397
821,4.38883
822,3.47009
823,3.46761
824,4.21649
825,4.31008
826,4.06949
827,3.38469
828,4.23762
829,4.18075
830,4.27194
831,2.40441
832,3.59119
833,4.30077
834,3.87443
835,3.358
836,4.46481
837,3.275
838,4.34
839,4.24881
840,2.73638
841,4.10684
842,2.65494
843,3.45619
844,4.33552
845,4.58148
846,4.14546
847,3.87532
848,2.85931
849,2.74724
850,3.66512
851,4.0447
852,4.48409
853,4.54498
854,3.12626
855,4.90768
856,5
857,4.84403
858,4.9012
859,4.78684
860,3.02387
861,2.94368
862,3.87867
863,3.274
864,3.535
865,2.74712
866,3.79947
867,3.76828
868,3.59587
869,1.09037
870,3.43512
871,3.5322
872,4.15096
873,2.58965
874,3.69904
875,3.57338
876,3.74152
877,3.31283
878,3.32074
879,3.98351
880,3.70105
881,3.62912
882,3.32466
883,4.75248
884,3.79879
885,3.07732
886,3.82257
887,2.62338
888,3.45448
889,3.83495
890,3.75263
891,2.9091
892,3.58992
893,3.98973
894,2.8783
895,3.82556
896,4.18923
897,3.17013
898,3.14867
899,3.53648
900,3.88838
901,4.03042
902,4.44479
903,3.62763
904,3.32308
905,3.22919
906,4.38658
907,3.67569
908,4.10581
909,3.96079
910,3.32331
911,3.86851
912,4.0107
913,3.60284
914,3.66604
915,3.21859
916,2.51638
917,2.4625
918,3.16767
919,2.8424
920,3.45731
921,3.92492
922,4.12634
923,4.09184
924,4.17918
925,3.84999
926,4.06026
927,3.59865
928,3.12547
929,3.34917
930,3.30457
931,3.83438
932,3.50248
933,3.44925
934,2.75508
935,3.95376
936,3.83971
937,4.11221
938,3.78902
939,3.94243
940,3.93602
941,4.44735
942,2.519
943,3.31755
944,4.30097
945,4.11062
946,2.90505
947,2.11167
948,2.51417
949,4.1613
950,2.43101
951,3.25982
952,4.20599
953,4.72582
954,4.98606
955,4.19942
956,4.57676
957,4.93464
958,4.8096
959,4.72614
960,4.49309
961,4.77345
962,4.43854
963,4.50945
964,5
965,4.74299
966,4.29623
967,4.83837
968,4.11333
969,4.2306
970,4.18099
971,4.32928
972,4.03294
973,4.31735
974,4.97517
975,2.5258
976,4.86564
977,3.17127
978,3.76768
979,4.06055
980,4.06385
981,3.49642
982,3.91707
983,4.14544
984,4.23523
985,3.8982
986,2.50413
987,2.37154
988,3.96556
989,4.15454
990,3.98465
991,3.0992
992,3.63032
993,1.79635
994,1.59634
995,3.44216
996,3.45063
997,2.24138
998,3.43101
999,3.40069
1000,2.50776
1001,4.09991
1002,2.42557
1003,2.51776
1004,3.89207
1005,4.36887
1006,2.9955
1007,3.12183
1008,2.86463
1009,3.21394
1010,4.55017
1011,4.35113
1012,4.47941
1013,3.47344
1014,3.39322
1015,4.36846
1016,3.80255
1017,2.92651
1018,3.55236
1019,3.27411
1020,4.82547
1021,2.27678
1022,4.2137
1023,3.67144
1024,4.12868
1025,4.0896
1026,4.29532
1027,3.41506
1028,3.89169
1029,4.21081
1030,4.4446
1031,3.98474
1032,4.50185
1033,3.20519
1034,3.82392
1035,3.81293
1036,4.66112
1037,4.50712
1038,4.57019
1039,4.71457
1040,3.81304
1041,4.01987
1042,4.73067
1043,4.94566
1044,2.61748
1045,1.72993
1046,3.7879
1047,3.96532
1048,3.51401
1049,2.68003
1050,3.354
1051,3.61648
1052,3.43932
1053,3.22954
1054,3.49715
1055,3.71251
1056,2.54542
1057,3.8168
1058,3.90027
1059,3.5166
1060,4.28899
1061,3.48379
1062,2.0278
1063,3.45297
1064,4.17951
1065,2.85683
1066,3.91558
1067,3.83114
1068,3.37931
1069,4.26448
1070,4.37446
1071,3.38002
1072,4.59799
1073,4.33998
1074,4.57274
1075,4.51444
1076,2.9475
1077,4.85315
1078,2.9894
1079,4.31541
1080,3.98645
1081,4.04528
1082,3.59373
1083,4.59855
1084,4.62872
1085,3.94343
1086,4.25243
1087,3.2437
1088,4.13036
1089,1.92259
1090,3.34042
1091,3.43131
1092,2.35584
1093,4.29109
1094,3.06837
1095,3.96225
1096,4.18697
1097,3.75476
1098,3.20745
1099,4.01965
1100,4.39723
1101,3.41486
1102,4.23935
1103,3.93783
1104,3.70689
1105,3.09439
1106,4.30903
1107,2.75639
1108,2.78836
1109,4.10104
1110,3.18893
1111,4.86118
1112,3.89976
1113,4.40535
1114,4.34514
1115,4.65475
1116,4.6145
1117,3.79959
1118,4.23205
1119,1.30764
1120,4.70056
1121,4.85456
1122,3.79752
1123,4.0052
1124,5
1125,4.10741
1126,3.65248
1127,5
1128,3.21073
1129,3.44539
1130,3.59307
1131,3.85219
1132,3.42866
1133,2.07511
1134,3.61752
1135,3.16679
1136,2.50421
1137,3.78378
1138,3.72983
1139,3.17863
1140,3.66591
1141,3.12781
1142,2.74737
1143,3.36214
1144,3.74335
1145,3.5896
1146,3.46842
1147,3.74604
1148,3.02332
1149,3.19701
1150,3.10207
1151,3.23725
1152,3.9405
1153,4.19309
1154,3.01636
1155,4.73816
1156,4.38818
1157,4.64368
1158,3.04515
1159,3.02194
1160,3.09739
1161,2.51625
1162,3.82603
1163,1
1164,3.30472
1165,2.44665
1166,2.12329
1167,3.3828
1168,2.39092
1169,3.40974
1170,2.57225
1171,2.22258
1172,3.80278
1173,1.50366
1174,2.95519
1175,2.18625
1176,2.59345
1177,1.70296
1178,3.56487
1179,2.57841
1180,3.40859
1181,3.21226
1182,3.07996
1183,2.28485
1184,3.66554
1185,3.90965
1186,2.09099
1187,2.72589
1188,2.95154
1189,3.76206
1190,2.79935
1191,2.53796
1192,2.97679
1193,3.46624
1194,1.54178
1195,3.50801
1196,3.99164
1197,3.41048
1198,2.93382
1199,3.48503
1200,1.5259
1201,2.86989
1202,1.14185
1203,2.10554
1204,2.77892
1205,2.91907
1206,2.81746
1207,3.32446
1208,3.91128
1209,2.97847
1210,3.12881
1211,3.51676
1212,3.96357
1213,3.43592
1214,3.83449
1215,3.73841
1216,3.17418
1217,2.87738
1218,4.35601
1219,2.99142
1220,4.56245
1221,2.21809
1222,3.95327
1223,3.77526
1224,3.79691
1225,3.98807
1226,3.23123
1227,3.68337
1228,3.51759
1229,3.24704
1230,3.31804
1231,3.11261
1232,4.33221
1233,3.96073
1234,4.52501
1235,4.59803
1236,4.9415
1237,4.60417
1238,4.00937
1239,5
1240,5
1241,4.30529
1242,3.54929
1243,4.77853
1244,4.0115
1245,4.2413
1246,4.21578
1247,4.75895
1248,4.28589
1249,4.62117
1250,4.54016
1251,4.36522
1252,3.0197
1253,3.17213
1254,4.12476
1255,3.78766
1256,3.49402
1257,2.97375
1258,2.7086
1259,3.35045
1260,3.78077
1261,2.65665
1262,2.46023
1263,3.82264
1264,2.33574
1265,2.65858
1266,3.27633
1267,2.36396
1268,3.69016
1269,3.60226
1270,5
1271,4.55895
1272,4.82589
1273,4.71608
1274,4.53845
1275,4.58846
1276,4.44824
1277,4.32873
1278,4.29829
1279,5
1280,4.6854
1281,4.23655
1282,2.11746
1283,3.55375
1284,3.43901
1285,4.30597
1286,2.08227
1287,3.03918
1288,2.76563
1289,3.56891
1290,3.51395
1291,2.80847
1292,4.00095
1293,3.92499
1294,3.20913
1295,4.83828
1296,5
1297,4.61164
1298,4.26142
1299,4.41741
1300,4.41935
1301,3.66378
1302,3.6137
1303,3.82781
1304,3.95151
1305,4.70365
1306,3.65192
1307,5
1308,3.83277
1309,2.54654
1310,3.96885
1311,4.06859
1312,4.47545
1313,3.27332
1314,4.34375
1315,3.64374
1316,4.19258
1317,5
1318,4.36571
1319,3.56496
1320,3.46807
1321,4.09742
1322,3.5782
1323,3.87199
1324,4.00669
1325,4.89229
1326,4.00628
1327,4.25781
1328,3.27173
1329,3.0444
1330,3.4797
1331,3.66176
1332,3.23941
1333,4.18292
1334,3.54738
1335,2.15844
1336,4.05115
1337,3.60515
1338,4.39021
1339,4.03375
1340,3.70898
1341,4.35656
1342,3.57369
1343,4.36189
1344,4.07888
1345,3.87168
1346,3.63035
1347,3.20511
1348,4.58735
1349,3.44996
1350,2.44398
1351,2.56143
1352,2.28425
1353,4.82584
1354,4.92007
1355,3.48531
1356,3.37421
1357,3.74873
1358,4.64213
1359,4.37843
1360,4.18469
1361,1.37431
1362,4.86425
1363,4.26989
1364,3.96523
1365,4.48728
1366,4.58149
1367,4.8828
1368,4.83398
1369,4.11375
1370,3.71952
1371,2.93204
1372,2.1851
1373,3.7673
1374,2.68788
1375,3.92241
1376,2.77468
1377,3.62434
1378,4.01583
1379,2.7253
1380,4.23772
1381,4.03301
1382,4.52712
1383,4.18238
1384,2.61668
1385,4.45812
1386,3.59903
1387,4.00932
1388,3.82517
1389,3.58016
1390,4.47223
1391,2.16585
1392,3.16276
1393,3.55784
1394,3.89465
1395,4.55458
1396,3.60975
1397,3.1735
1398,4.37569
1399,4.24014
1400,3.98766
1401,3.4434
1402,3.18702
1403,3.23492
1404,3.98954
1405,4.11031
1406,3.02367
1407,2.88383
1408,3.82867
1409,3.31299
1410,3.20407
1411,1.87972
1412,3.79329
1413,3.38878
1414,3.32924
1415,3.48536
1416,2.94391
1417,2.2177
1418,3.39064
1419,3.93358
1420,3.08477
1421,3.19321
1422,3.13355
1423,3.07644
1424,3.45886
1425,2.28968
1426,2.83219
1427,3.74422
1428,3.67459
1429,3.31838
1430,3.62859
1431,3.51703
1432,3.70094
1433,3.60105
1434,3.2669
1435,3.80443
1436,3.4574
1437,2.97817
1438,2.75522
1439,3.49018
1440,3.37449
1441,5
1442,2.67195
1443,3.73032
1444,4.28747
1445,3.18185
1446,3.39522
1447,3.46311
1448,3.81871
1449,2.66033
1450,3.51824
1451,2.36656
1452,3.36046
1453,3.4473
1454,3.18676
1455,4.05565
1456,3.82575
1457,3.4395
1458,4.63432
1459,5
1460,3.25202
1461,4.77078
1462,3.2032
1463,3.67447
1464,4.44025
1465,3.56469
1466,3.14605
1467,3.83394
1468,3.74186
1469,4.55163
1470,4.57089
1471,3.87249
1472,2.93346
1473,3.94087
1474,3.87676
1475,3.88937
1476,4.47321
1477,3.80872
1478,3.92851
1479,3.77052
1480,2.88395
1481,3.52481
1482,2.44537
1483,2.82209
1484,3.30972
1485,3.60574
1486,2.98802
1487,4.08356
1488,4.48115
1489,3.45247
1490,2.8622
1491,3.74456
1492,2.90624
1493,3.71059
1494,3.89179
1495,4.88948
1496,4.28829
1497,4.17478
1498,3.94962
1499,4.21836
1500,4.59354
1501,4.08581
1502,4.70601
1503,4.82336
1504,3.63258
1505,4.33187
1506,3.3763
1507,3.62243
1508,2.28295
1509,2.71956
1510,3.67692
1511,2.21244
1512,3.89213
1513,2.90229
1514,3.93008
1515,3.75884
1516,3.73171
1517,3.90473
1518,3.89961
1519,3.94781
1520,3.89271
1521,2.09276
1522,3.36801
1523,3.29714
1524,4.12896
1525,3.64999
1526,4.20386
1527,4.03154
1528,3.5488
1529,3.6947
1530,3.84024
1531,2.88029
1532,3.08747
1533,3.71799
1534,3.84032
1535,3.41236
1536,3.53481
1537,2.70459
1538,1.75751
1539,3.3503
1540,3.18823
1541,3.18063
1542,3.0031
1543,3.62236
1544,2.46549
1545,3.27655
1546,3.34995
1547,2.40697
1548,3.60159
1549,3.63392
1550,3.52851
1551,3.43836
1552,4.48275
1553,3.37004
1554,3.47925
1555,3.78519
1556,3.85401
1557,3.74006
1558,3.73218
1559,3.50956
1560,2.40879
1561,3.61481
1562,3.1681
1563,4.05015
1564,4.2774
1565,3.43069
1566,3.12976
1567,3.14734
1568,4.34667
1569,3.16755
1570,3.1254
1571,4.0722
1572,4.29365
1573,4.27782
1574,4.74315
1575,4.25354
1576,4.04766
1577,4.06815
1578,4.50138
1579,3.26566
1580,4.50443
1581,4.3048
1582,4.11045
1583,4.52972
1584,4.62742
1585,4.64977
1586,3.99164
1587,3.39334
1588,4.56699
1589,3.22067
1590,3.96206
1591,4.10244
1592,3.46583
1593,3.43831
1594,3.85048
1595,3.56793
1596,4.11112
1597,3.42156
1598,3.66152
1599,3.36223
1600,3.55819
1601,3.91283
1602,4.09055
1603,3.92168
1604,4.63572
1605,3.11446
1606,3.78249
1607,4.25778
1608,3.61892
1609,4.4649
1610,3.65911
1611,3.94405
1612,4.28065
1613,4.87247
1614,3.99012
1615,3.38361
1616,4.17886
1617,4.262
1618,4.53271
1619,4.70113
1620,2.9066
1621,3.62124
1622,4.4381
1623,3.05298
1624,4.1673
1625,4.06151
1626,4.08727
1627,4.50999
1628,4.80445
1629,4.84593
1630,4.59818
1631,4.93472
1632,5
1633,4.255
1634,4.39221
1635,4.86734
1636,3.99914
1637,4.1409
1638,4.66867
1639,4.99495
1640,3.43243
1641,4.08636
1642,2.68629
1643,3.21095
1644,3.79919
1645,2.64582
1646,2.71591
1647,4.01456
1648,3.83287
1649,2.99645
1650,2.61568
1651,1.70758
1652,3.31144
1653,3.60039
1654,2.22441
1655,2.77513
1656,3.33767
1657,3.31408
1658,2.72287
1659,4.03686
1660,3.90857
1661,3.8215
1662,3.53169
1663,2.15634
1664,3.89142
1665,4.04309
1666,3.57446
1667,3.56647
1668,4.24636
1669,3.74169
1670,3.29783
1671,4.80307
1672,3.62096
1673,4.40232
1674,3.76398
1675,3.27477
1676,4.61727
1677,3.80736
1678,4.11573
1679,2.54302
1680,4.17123
1681,3.50886
1682,3.67557
1683,4.23542
1684,1.95099
1685,4.82885
1686,4.37356
1687,3.37261
1688,4.17713
1689,3.98857
1690,5
1691,4.46383
1692,4.45806
1693,3.12545
1694,2.33905
1695,2.26874
1696,2.68178
1697,3.10564
1698,1
1699,2.2883
1700,2.99949
1701,1.90663
1702,1.52252
1703,1.55902
1704,2.991
1705,1.88656
1706,1.46919
1707,4.61502
1708,4.95178
1709,3.39046
1710,4.01767
1711,2.06959
1712,2.98562
1713,2.35117
1714,3.27971
1715,2.5334
1716,3.16652
1717,2.73974
1718,3.97143
1719,2.65097
1720,3.80205
1721,3.84308
1722,3.00689
1723,2.09354
1724,3.37619
1725,1.65752
1726,2.46364
1727,2.95273
1728,4.17802
1729,4.19386
1730,1.85246
1731,3.38988
1732,1.99616
1733,3.7452
1734,2.76585
1735,2.81317
1736,3.4707
1737,3.51651
1738,2.96252
1739,4.08711
1740,2.88586
1741,1.94707
1742,2.95527
1743,1.93531
1744,1.83892
1745,2.15231
1746,3.10549
1747,2.46811
1748,3.35695
1749,3.51583
1750,3.85871
1751,2.74152
1752,3.74934
1753,3.57222
1754,2.67922
1755,2.99281
1756,4.23138
1757,3.14172
1758,3.90742
1759,3.6232
1760,3.96321
1761,3.25661
1762,4.08843
1763,4.13843
1764,2.9789
1765,4.10285
1766,2.96944
1767,4.21145
1768,3.03244
1769,3.23122
1770,3.53669
1771,3.58254
1772,3.56652
1773,3.9373
1774,3.7976
1775,3.90671
1776,3.49679
1777,4.18015
1778,3.89958
1779,3.43953
1780,4.18302
1781,4.6207
1782,4.96464
1783,4.26938
1784,4.46699
1785,4.73644
1786,5
1787,3.40522
1788,4.2309
1789,4.15524
1790,3.42595
1791,4.13047
1792,3.91209
1793,3.3184
1794,2.8863
1795,4.09768
1796,3.67148
1797,3.6409
1798,4.5831
1799,3.7827
1800,3.31568
1801,3.91858
1802,3.51711
1803,3.48925
1804,3.6987
1805,3.23007
1806,3.9606
1807,3.85707
1808,4.04823
1809,3.48033
1810,4.44856
1811,4.21733
1812,3.77641
1813,3.36465
1814,3.45653
1815,4.17403
1816,3.5844
1817,3.48225
1818,2.97376
1819,3.13072
1820,3.32045
1821,3.65294
1822,2.98061
1823,4.36605
1824,3.27812
1825,3.27536
1826,3.00059
1827,3.66485
1828,4.72327
1829,3.83599
1830,3.54475
1831,4.12779
1832,4.29737
1833,3.43234
1834,2.93918
1835,3.61578
1836,3.38528
1837,3.13303
1838,1
1839,3.0055
1840,3.85073
1841,4.2261
1842,3.91369
1843,4.56048
1844,3.94092
1845,4.37366
1846,4.14264
1847,4.2211
1848,3.39844
1849,3.21237
1850,3.64027
1851,3.67962
1852,3.96556
1853,1.94813
1854,4.22209
1855,4.39355
1856,3.79996
1857,4.25441
1858,3.32668
1859,4.22339
1860,3.46434
1861,3.85601
1862,3.88073
1863,4.15397
1864,3.93432
1865,4.01955
1866,4.148
1867,4.18446
1868,3.94699
1869,3.34565
1870,3.64802
1871,3.33216
1872,4.07901
1873,3.86457
1874,3.91954
1875,4.3411
1876,4.03941
1877,4.15932
1878,4.07029
1879,4.39987
1880,3.80062
1881,3.41115
1882,3.73951
1883,3.43606
1884,4.23727
1885,4.1578
